,ratio1,ratio2,ratio3,ratio4,ratio5,status
2623,1.46,1.41,0.01,0.01,0.27,0
2624,0.97,0.96,0.1,0.77,0.03,0
2625,4.76,1.81,0.03,0.24,0.11,0
2626,0.12,0.12,0.01,0.01,0.63,0
2627,0.74,0.73,0.06,0.12,0.06,0
2628,1.67,0.65,0.01,0.01,0.03,0
2629,2.58,1.05,0.06,0.06,0.11,0
2630,1.3,1.3,0.24,0.22,0.42,0
2631,1.35,1.35,0.08,0.11,0.14,0
2632,0.65,0.25,0.02,0.01,0.04,0
2633,1.9,1.52,0.16,0.29,0.08,0
2634,0.77,0.7,0.12,0.27,0.06,0
2635,1.09,0.86,0.01,-0.05,0.05,0
2636,1.03,0.89,-0.03,-1.06,0.02,1
2637,1.47,1.18,0.04,0.1,0.18,1
2638,1.13,0.98,0.05,0.11,0.04,0
2639,0.26,0.23,0.01,-0.17,0.13,0
2640,3.37,3.37,0.05,0.3,0.4,0
2641,1.32,1.32,0.15,0.46,0.06,0
2642,0.99,0.66,0.05,0.41,0.04,0
2643,1.13,0.7,0.04,0.17,0.0,0
2644,1.52,0.93,0.06,0.1,0.08,0
2645,1.15,0.08,-0.05,-0.16,-0.38,0
2646,1.27,1.27,0.07,0.27,0.13,0
2647,0.63,0.41,0.04,0.04,0.11,0
2648,1.34,1.32,0.02,-0.03,0.01,0
2649,1.33,0.87,-0.12,-0.57,-0.14,1
2650,1.98,0.09,0.03,0.14,0.15,0
2651,1.66,1.49,0.02,0.05,0.02,0
2652,1.4,1.04,0.02,0.01,0.02,0
2653,2.06,1.71,0.1,0.23,0.35,0
2654,2.09,2.09,0.02,0.03,0.33,0
2655,0.75,0.39,0.05,0.21,0.06,0
2656,0.9,0.9,0.07,0.26,0.15,0
2657,1.63,1.32,0.07,0.13,0.04,0
2658,1.51,1.47,0.05,0.14,0.03,0
2659,1.99,0.14,0.02,0.0,0.03,0
2660,2.78,1.38,0.01,-0.01,0.07,0
2661,1.15,0.89,0.01,-0.74,0.08,0
2662,1.4,1.27,0.06,0.19,0.12,0
2663,1.11,1.11,0.09,0.3,0.06,0
2664,0.85,0.85,0.08,0.55,0.07,0
2665,0.66,0.59,-0.28,-1.05,-0.08,0
2666,0.87,0.87,0.02,0.17,0.18,0
2667,7.83,7.17,0.25,0.22,0.1,0
2668,0.58,0.38,0.01,-0.08,0.03,0
2669,1.04,0.61,0.02,0.06,0.05,0
2670,2.63,0.26,0.01,0.02,0.25,0
2671,1.3,0.87,0.02,0.01,0.02,0
2672,1.2,1.2,0.1,0.24,0.11,0
2673,1.73,1.4,0.0,-0.01,0.03,0
2674,2.02,1.51,0.02,0.05,0.48,1
2675,2.76,0.17,0.02,0.04,0.06,0
2676,2.25,2.25,0.01,0.01,0.02,0
2677,0.59,0.4,-0.18,-0.67,-0.02,1
2678,2.0,2.0,0.05,-0.07,0.13,0
2679,0.54,0.32,-0.01,-1.24,0.08,0
2680,2.38,2.38,0.28,0.5,0.21,0
2681,1.03,0.75,0.06,0.36,0.06,0
2682,1.11,0.49,0.01,-0.05,0.02,0
2683,1.36,0.6,0.0,-0.08,0.03,0
2684,2.36,2.32,0.05,0.06,0.11,0
2685,2.4,0.22,0.03,0.03,0.04,0
2686,0.67,0.22,-0.28,-0.74,-0.28,1
2687,1.02,0.91,-0.02,-0.13,0.03,0
2688,1.03,0.96,0.05,-0.01,0.14,0
2689,1.17,1.04,0.02,0.05,0.03,0
2690,2.34,2.31,0.03,0.03,0.04,0
2691,0.82,0.82,0.02,0.69,0.29,1
2692,0.65,0.64,0.28,0.62,0.15,0
2693,0.64,0.57,-0.29,-1.15,-0.08,1
2694,8.13,8.13,0.0,0.01,0.06,0
2695,1.63,1.61,0.18,0.3,0.09,0
2696,0.51,0.48,0.01,0.16,0.17,0
2697,1.61,1.59,0.04,0.08,0.08,0
2698,1.33,0.83,-0.02,-0.2,0.0,0
2699,1.32,0.51,0.04,0.19,0.07,0
2700,1.54,1.2,0.13,0.42,0.17,0
2701,2.39,0.2,0.01,0.01,0.01,0
2702,5.55,2.57,0.04,0.04,0.13,0
2703,3.95,2.49,-0.03,-0.04,-0.01,0
2704,0.75,0.33,0.04,0.23,0.03,0
2705,2.9,2.9,0.03,0.11,0.02,0
2706,0.67,0.42,-0.15,-1.83,-0.08,0
2707,1.11,0.77,-0.04,-0.27,-0.02,0
2708,1.02,0.77,0.2,0.25,0.22,0
2709,0.95,0.22,-0.03,-1.22,-0.06,0
2710,1.02,0.86,0.16,0.4,0.07,0
2711,0.88,0.51,0.04,0.01,0.08,0
2712,1.27,0.92,0.12,0.27,0.11,0
2713,1.37,0.76,-0.02,-0.12,0.0,0
2714,0.58,0.32,0.05,0.17,0.13,0
2715,6.24,0.44,0.03,0.02,0.11,0
2716,1.45,1.45,0.03,0.03,0.05,0
2717,2.71,2.5,0.18,0.23,0.08,0
2718,0.49,0.23,0.04,0.02,0.18,0
2719,2.34,2.19,0.06,0.08,0.04,0
2720,12.4,9.15,0.03,0.02,0.23,0
2721,1.51,1.06,0.27,0.58,0.14,0
2722,0.98,0.97,0.18,0.39,0.09,0
2723,2.22,1.68,0.1,0.13,0.15,0
2724,1.18,1.14,-0.04,-0.14,-0.02,0
2725,10.01,9.71,0.12,0.26,0.54,0
2726,2.0,1.97,0.19,0.62,0.12,0
2727,1.76,1.61,-0.02,-0.08,-0.01,0
2728,1.23,1.23,0.01,-0.13,0.04,0
2729,0.74,0.44,0.11,0.71,0.14,0
2730,1.03,0.8,0.04,0.1,0.04,0
2731,2.42,2.06,0.25,0.3,0.22,0
2732,0.92,0.54,0.04,0.09,0.06,0
2733,1.42,1.13,0.16,0.6,0.11,0
2734,0.66,0.66,0.11,0.21,0.35,0
2735,1.68,1.57,0.27,0.9,0.14,0
2736,1.01,0.29,0.02,0.1,0.17,0
2737,2.82,2.82,0.1,0.12,0.67,0
2738,0.39,0.37,0.0,-0.02,0.1,0
2739,1.04,0.98,0.01,0.22,0.02,0
2740,1.34,1.25,0.04,0.05,0.08,0
2741,1.56,1.46,0.09,0.43,0.1,0
2742,1.34,0.14,0.0,-0.04,0.0,0
2743,2.24,2.21,0.27,0.39,0.24,0
2744,2.46,1.3,0.14,0.31,0.08,0
2745,0.78,0.78,-0.37,-0.59,-1.61,1
2746,0.78,0.72,0.01,-0.03,0.19,0
2747,1.19,0.53,0.17,0.77,0.06,0
2748,2.69,2.69,0.03,0.08,0.02,0
2749,1.34,1.06,0.09,0.21,0.27,0
2750,1.49,1.21,-0.05,-0.18,-0.01,0
2751,0.99,0.33,-0.06,-1.42,-0.03,1
2752,0.37,0.21,-0.79,-1.27,-0.4,1
2753,1.76,1.02,0.09,0.19,0.07,0
2754,2.6,2.6,0.06,0.1,0.17,0
2755,1.35,0.85,0.03,0.0,0.03,0
2756,1.84,0.17,0.02,0.03,0.13,0
2757,0.88,0.85,-0.12,-1.12,-0.22,1
2758,1.11,1.11,0.04,0.32,0.02,0
2759,1.65,1.65,0.05,0.06,0.07,0
2760,2.29,2.23,0.06,0.17,0.08,0
2761,1.82,1.51,0.05,0.08,0.13,0
2762,3.29,2.9,0.04,0.05,0.07,0
2763,1.64,1.64,0.1,0.16,0.05,0
2764,0.05,0.05,-0.19,-1.11,-0.39,1
2765,2.22,2.22,0.37,0.7,0.21,0
2766,2.3,2.3,0.02,0.02,0.08,0
2767,0.76,0.58,0.06,0.34,0.26,1
2768,2.56,2.3,0.01,0.0,0.07,0
2769,2.04,2.03,0.46,0.72,0.29,0
2770,1.34,1.34,0.07,0.12,0.15,0
2771,1.99,1.98,0.04,0.03,0.12,0
2772,1.92,1.79,0.27,0.52,0.05,0
2773,1.49,1.43,0.02,0.01,0.06,0
2774,1.42,1.35,0.22,0.72,0.15,0
2775,1.0,1.0,0.01,0.13,0.0,0
2776,0.5,0.37,0.03,0.15,0.05,0
2777,0.3,0.26,-1.11,-0.53,-0.15,1
2778,2.16,2.16,0.02,0.02,0.06,0
2779,2.08,2.08,0.07,0.43,0.08,0
2780,0.75,0.75,0.0,0.0,-0.04,0
2781,1.0,1.0,0.01,0.25,0.01,1
2782,1.41,1.01,0.08,0.15,0.02,0
2783,1.91,0.9,0.05,0.08,0.05,0
2784,2.1,2.07,-0.19,-2.16,-0.42,0
2785,1.0,0.94,0.11,0.63,0.07,0
2786,1.7,1.49,0.01,-0.04,0.11,0
2787,1.13,0.44,0.09,0.54,0.13,0
2788,1.02,0.93,0.03,0.02,0.04,0
2789,1.96,1.41,0.03,0.04,0.04,0
2790,1.01,0.37,0.03,0.5,0.03,1
2791,2.86,2.62,0.47,0.94,-0.29,0
2792,1.62,1.62,0.18,0.2,0.18,0
2793,1.52,0.1,0.04,0.07,0.08,0
2794,1.98,1.88,0.35,0.52,0.33,0
2795,0.85,0.85,-0.92,-2.16,-1.06,0
2796,1.36,1.3,0.19,1.08,0.06,0
2797,0.47,0.46,0.06,0.11,0.39,0
2798,1.38,1.28,0.09,0.36,0.06,0
2799,1.76,1.76,0.11,0.11,0.08,0
2800,1.03,1.02,0.1,0.47,0.05,0
2801,0.13,0.13,0.03,0.14,0.65,1
2802,1.27,0.31,0.01,0.01,0.04,0
2803,0.88,0.64,0.01,0.01,0.06,0
2804,4.24,4.24,0.35,0.45,0.63,0
2805,0.85,0.17,-0.27,-0.68,-0.12,1
2806,0.51,0.22,0.03,-0.01,0.15,0
2807,1.16,0.3,0.04,0.04,0.07,0
2808,1.06,0.85,0.03,0.18,0.01,0
2809,1.55,1.55,0.1,0.45,0.06,0
2810,1.74,1.74,0.06,0.07,0.06,0
2811,1.09,0.86,0.04,0.09,0.02,0
2812,1.22,1.22,0.08,0.27,0.04,0
2813,0.1,0.1,0.12,0.76,0.43,0
2814,0.98,0.62,0.02,0.03,0.06,0
2815,1.41,1.3,0.05,0.12,0.05,0
2816,1.22,0.73,0.05,0.33,0.05,0
2817,1.41,1.26,0.07,0.19,0.06,0
2818,1.15,0.12,0.02,-0.49,0.28,0
2819,1.83,1.65,-0.02,-1.14,0.01,0
2820,6.04,6.01,0.23,0.17,0.14,0
2821,1.42,0.75,0.03,0.06,0.06,0
2822,9.45,0.42,0.07,0.54,0.14,0
2823,1.6,0.24,-0.03,-0.57,-0.01,0
2824,0.51,0.44,0.14,0.63,0.08,0
2825,2.06,0.87,0.03,0.03,0.16,0
2826,0.3,0.3,0.03,0.09,0.07,0
2827,1.68,1.16,0.12,0.2,0.04,0
2828,1.18,1.18,0.03,0.09,0.03,0
2829,1.37,1.0,0.03,0.06,0.03,0
2830,1.07,0.58,0.03,0.3,0.02,0
2831,1.52,0.42,0.01,0.03,0.04,0
2832,1.07,0.92,0.06,0.14,0.14,0
2833,0.79,0.79,0.03,0.11,0.1,0
2834,0.94,0.87,0.03,0.09,0.04,0
2835,3.54,3.53,0.03,0.02,0.23,0
2836,0.87,0.43,-0.13,-0.62,-0.08,0
2837,0.9,0.56,0.04,0.04,0.04,0
2838,1.24,1.0,0.05,0.1,0.04,0
2839,1.15,1.14,0.18,0.85,0.16,0
2840,1.51,0.92,0.03,-0.01,0.03,0
2841,0.63,0.61,0.11,0.45,0.1,0
2842,1.22,0.72,0.02,0.05,0.05,0
2843,1.99,1.92,0.25,0.6,0.15,0
2844,1.71,1.69,0.02,0.03,-0.06,0
2845,1.29,1.28,0.04,0.07,0.05,0
2846,1.54,1.36,0.01,0.01,0.01,0
2847,0.99,0.99,0.13,0.38,0.13,0
2848,2.13,2.03,0.04,0.1,0.06,0
2849,3.83,1.92,0.05,0.13,0.04,0
2850,1.04,0.66,0.02,0.12,0.04,0
2851,0.63,0.46,0.12,0.9,0.06,0
2852,1.15,1.03,0.01,0.03,0.08,0
2853,1.18,0.82,0.03,0.05,0.07,0
2854,2.71,2.53,0.01,0.01,0.02,0
2855,1.2,0.49,0.07,0.17,0.05,0
2856,0.62,0.32,0.05,0.14,0.07,0
2857,0.94,0.94,0.06,0.37,0.06,0
2858,2.16,2.1,0.12,0.19,0.08,0
2859,0.79,0.57,0.06,0.27,0.04,0
2860,1.18,1.15,0.01,0.03,0.01,0
2861,0.68,0.68,-0.38,-1.41,-0.37,1
2862,1.05,0.22,0.02,-0.01,0.25,0
2863,0.97,0.54,0.04,-0.35,0.07,0
2864,1.23,0.86,0.0,-0.06,0.02,0
2865,0.31,0.3,0.06,0.19,0.41,0
2866,1.03,0.74,-0.02,-0.2,0.0,1
2867,1.29,0.99,0.16,0.52,0.06,0
2868,0.54,0.54,0.01,0.03,0.11,0
2869,1.6,1.44,0.04,0.02,0.07,0
2870,0.97,0.49,0.01,0.2,0.01,0
2871,1.26,1.2,0.04,0.09,0.08,0
2872,2.33,2.13,0.09,0.12,0.09,0
2873,2.07,1.93,0.12,0.16,0.09,0
2874,0.89,0.06,-0.17,0.12,-0.52,1
2875,1.22,1.19,0.03,0.02,0.09,0
2876,1.38,1.29,0.03,0.04,0.05,0
2877,0.24,0.23,0.03,0.0,0.1,0
2878,1.45,1.31,0.03,0.09,0.02,0
2879,0.98,0.98,0.01,0.0,0.02,0
2880,0.83,0.62,0.09,0.15,0.15,0
2881,2.02,1.27,-0.03,0.06,-0.03,0
2882,0.69,0.69,0.02,0.02,0.45,0
2883,1.01,1.01,0.07,0.29,0.07,0
2884,0.85,0.58,-0.01,-0.26,0.01,1
2885,1.04,1.04,0.01,-0.05,0.06,0
2886,1.15,1.15,0.06,0.23,0.04,0
2887,0.34,0.32,0.12,0.22,0.27,0
2888,1.96,1.96,0.04,0.16,0.13,0
2889,0.79,0.72,-0.31,-2.95,-0.03,0
2890,1.55,1.44,0.11,0.33,0.07,0
2891,1.09,1.05,0.11,0.25,0.11,0
2892,1.57,0.57,0.13,0.24,0.18,0
2893,5.54,5.54,0.01,0.02,0.02,0
2894,1.15,0.75,0.07,0.09,0.09,0
2895,0.97,0.31,-0.15,-4.52,-0.28,0
2896,1.09,0.53,0.05,0.63,0.02,0
2897,2.07,1.73,0.27,0.44,0.21,0
2898,1.29,0.86,0.05,0.09,0.08,0
2899,1.39,1.39,0.12,0.21,0.07,0
2900,0.5,0.5,-0.81,-1.05,-0.47,1
2901,2.1,2.1,0.03,0.02,0.03,0
2902,1.7,1.7,0.02,0.02,0.41,0
2903,1.03,0.93,0.1,0.92,0.1,0
2904,0.35,0.35,0.06,0.79,0.05,0
2905,1.16,1.02,0.01,0.04,0.03,0
2906,0.66,0.66,0.02,0.02,0.35,0
2907,5.54,5.37,0.05,0.06,0.12,0
2908,0.8,0.4,-0.18,-1.09,-0.11,0
2909,1.1,1.0,-0.18,-3.07,-0.09,0
2910,2.07,1.49,0.07,0.11,0.1,0
2911,0.9,0.46,0.02,-0.12,0.06,0
2912,1.15,0.35,0.05,0.18,0.03,0
2913,2.37,1.09,0.0,0.0,0.61,0
2914,8.98,8.98,0.07,-0.11,0.07,0
2915,0.83,0.71,0.03,0.0,0.09,0
2916,0.4,0.35,-0.47,-1.5,-0.15,1
2917,2.6,2.6,0.22,0.32,0.15,0
2918,1.06,0.97,0.02,0.02,0.06,0
2919,1.76,0.98,0.24,0.53,0.04,0
2920,1.34,1.07,0.05,0.31,0.12,0
2921,1.92,1.12,0.16,0.37,0.18,0
2922,0.85,0.85,-0.11,-2.28,0.01,0
2923,1.13,1.13,0.05,0.01,0.09,0
2924,1.99,1.84,0.05,0.07,0.04,0
2925,2.04,2.01,0.01,0.32,0.04,0
2926,1.31,0.37,-0.58,-4.65,-0.32,1
2927,1.58,1.19,0.04,0.07,0.06,0
2928,1.09,0.93,0.07,-0.13,0.17,0
2929,1.09,1.08,0.11,-0.43,0.14,1
2930,1.19,0.86,0.02,-0.01,0.02,0
2931,1.3,1.3,0.03,0.09,0.08,0
2932,3.69,3.69,0.0,0.0,0.28,0
2933,0.86,0.85,0.02,0.46,0.01,0
2934,1.87,1.75,0.07,0.06,0.13,0
2935,1.4,0.74,0.09,0.2,0.08,0
2936,1.04,1.01,0.04,0.13,0.04,0
2937,1.64,1.64,-0.05,-0.85,0.0,0
2938,1.32,1.26,0.06,0.15,0.15,0
2939,1.21,0.87,0.04,0.27,0.05,0
2940,1.56,1.34,-0.05,-0.12,-0.02,0
2941,2.35,2.29,0.03,0.02,0.09,0
2942,0.97,0.97,0.01,-1.19,0.01,1
2943,2.47,1.85,0.28,0.43,0.2,0
2944,1.33,1.26,0.01,-0.05,0.02,0
2945,1.28,1.24,-0.05,-1.66,-0.04,1
2946,1.36,0.58,0.09,0.46,0.15,0
2947,1.5,1.09,0.2,0.58,0.09,0
2948,1.09,1.09,0.01,0.03,0.01,0
2949,1.15,0.96,0.02,0.04,0.01,0
2950,3.13,3.13,0.05,0.07,0.08,0
2951,1.94,1.94,0.05,0.07,0.04,0
2952,1.73,1.6,0.07,0.18,0.17,0
2953,0.9,0.34,0.03,0.05,0.02,0
2954,1.24,1.11,0.05,0.14,0.09,0
2955,3.29,3.12,0.09,0.01,0.51,0
2956,3.01,1.95,0.46,0.65,0.2,0
2957,1.02,1.02,0.01,0.03,0.05,0
2958,1.53,1.53,0.13,0.3,0.3,0
2959,0.3,0.3,0.07,0.05,0.69,0
2960,1.25,1.22,0.21,0.49,0.2,0
2961,0.27,0.26,0.0,0.0,0.23,0
2962,1.27,0.37,0.02,0.03,0.31,0
2963,0.91,0.51,-0.1,-1.02,-0.01,0
2964,0.86,0.85,-0.07,-4.97,-0.02,0
2965,2.4,2.4,0.46,0.63,0.27,0
2966,0.78,0.75,0.05,0.06,0.15,0
2967,0.88,0.74,0.11,0.49,0.04,0
2968,1.15,0.72,-0.03,-0.09,-0.01,0
2969,5.0,4.29,0.05,0.03,0.04,0
2970,1.22,1.22,0.16,0.57,0.08,0
2971,1.72,1.59,0.17,0.34,0.16,0
2972,0.75,0.13,0.04,0.28,0.05,0
2973,1.18,0.74,0.02,0.01,0.05,0
2974,0.93,0.73,-0.36,-7.27,-0.57,1
2975,1.46,1.44,0.23,0.45,0.27,0
2976,0.99,0.75,0.03,0.0,0.22,1
2977,1.32,0.51,0.01,0.03,0.07,0
2978,1.0,0.15,0.02,0.66,0.03,0
2979,2.47,2.36,0.35,0.71,0.34,0
2980,4.41,3.15,0.09,0.11,0.16,0
2981,1.63,1.63,0.25,0.45,0.35,0
2982,1.3,1.25,0.13,0.6,0.07,0
2983,0.9,0.29,0.04,0.07,0.11,0
2984,0.68,0.48,0.02,-0.24,0.07,0
2985,1.86,1.86,0.07,0.09,0.19,0
2986,1.63,0.81,0.03,0.04,0.05,0
2987,1.26,1.07,0.03,0.03,0.09,0
2988,0.21,0.21,-0.06,-0.13,-0.09,0
2989,1.17,1.17,0.02,0.04,0.04,0
2990,1.43,0.56,0.03,0.01,0.03,0
2991,1.03,0.88,0.09,0.25,0.09,0
2992,0.22,0.22,0.03,-0.71,0.08,1
2993,1.48,0.2,0.02,0.0,0.03,0
2994,1.42,1.15,0.22,0.47,0.12,0
2995,0.79,0.35,0.07,0.09,0.22,0
2996,1.35,0.48,0.04,0.12,0.04,0
2997,1.44,1.37,0.07,0.2,0.04,0
2998,1.59,1.24,0.19,0.29,0.05,0
2999,1.42,1.42,0.06,0.39,0.12,1
3000,2.05,0.22,0.02,0.0,0.13,0
3001,0.03,0.03,-0.39,-1.43,-0.26,1
3002,1.06,0.51,0.03,0.02,0.01,0
3003,1.81,1.67,0.13,0.29,0.03,0
3004,1.03,0.13,0.03,0.09,0.08,0
3005,1.19,1.19,0.09,0.81,0.03,0
3006,1.29,0.53,0.08,0.11,0.11,0
3007,1.12,0.25,0.04,0.13,0.03,0
3008,1.21,1.06,0.03,-0.16,0.05,0
3009,1.86,0.43,-0.1,-1.37,-0.08,0
3010,0.91,0.43,0.06,0.14,0.11,0
3011,1.09,1.09,0.03,0.31,0.01,1
3012,2.27,0.06,0.08,0.09,0.1,0
3013,0.8,0.8,-0.21,-1.4,-0.45,1
3014,1.81,1.81,0.05,0.24,0.04,0
3015,0.9,0.88,0.03,0.34,0.07,0
3016,0.78,0.41,0.01,-0.03,0.02,1
3017,1.44,0.75,0.02,0.1,0.03,0
3018,0.89,0.12,-0.05,-0.84,-0.09,0
3019,1.1,1.04,0.03,0.49,0.03,0
3020,0.66,0.65,0.04,0.1,0.04,0
3021,0.78,0.23,-0.07,-0.39,0.04,0
3022,0.97,0.97,-0.02,-1.25,-0.02,1
3023,0.63,0.49,-0.73,-1.01,-0.65,1
3024,0.53,0.52,0.02,-0.07,0.03,0
3025,1.36,0.49,0.02,0.02,0.02,1
3026,0.69,0.38,0.01,0.08,0.06,0
3027,0.71,0.42,-0.42,-1.2,-0.48,1
3028,1.12,1.12,0.01,-0.18,0.01,0
3029,0.29,0.29,0.01,0.0,0.16,0
3030,0.49,0.49,0.06,0.07,0.18,0
3031,0.76,0.7,-0.03,-0.11,0.01,0
3032,1.75,1.75,0.02,0.02,0.01,0
3033,1.58,1.56,0.12,0.7,0.06,0
3034,5.79,5.79,-0.02,-0.14,0.11,0
3035,3.28,3.01,0.01,0.0,0.08,0
3036,2.1,2.1,0.02,0.03,0.14,0
3037,0.98,0.89,0.02,0.03,0.05,0
3038,1.13,0.38,0.01,0.01,0.02,0
3039,1.02,1.02,0.01,0.31,0.02,0
3040,2.35,2.31,0.1,0.08,0.14,0
3041,1.06,1.06,0.02,0.08,0.01,1
3042,1.48,1.48,0.18,0.89,0.08,0
3043,2.33,2.3,0.04,0.06,0.06,0
3044,1.1,0.16,0.02,0.12,0.04,0
3045,1.73,1.73,0.04,0.04,0.04,0
3046,1.11,1.09,0.11,0.09,0.33,0
3047,4.67,3.78,0.01,0.01,0.35,0
3048,1.23,1.22,0.02,0.06,0.07,0
3049,1.09,0.86,0.03,-0.05,0.03,0
3050,1.15,0.61,0.03,0.02,0.04,0
3051,2.45,2.23,0.03,0.04,0.05,0
3052,0.71,0.71,0.03,0.2,0.13,0
3053,1.18,0.16,0.02,0.02,0.04,0
3054,0.93,0.74,0.03,0.92,0.03,0
3055,1.42,1.22,0.04,0.03,0.07,0
3056,0.45,0.45,-0.02,-0.07,0.02,0
3057,1.13,1.13,0.05,0.13,0.05,0
3058,1.14,0.86,0.02,0.12,0.03,0
3059,1.47,1.23,0.02,0.04,0.02,0
3060,2.53,1.97,0.32,0.51,0.13,0
3061,1.6,1.19,0.03,0.01,0.15,0
3062,2.17,0.85,-0.09,-1.88,-0.09,1
3063,1.24,1.24,-0.01,-0.11,0.0,0
3064,0.28,0.25,-0.57,-0.21,-0.77,1
3065,1.68,1.58,-0.08,-0.13,-0.07,0
3066,6.0,4.35,0.13,0.11,0.1,0
3067,1.09,0.7,-0.02,-0.46,0.01,0
3068,0.92,0.61,0.04,0.01,0.08,1
3069,1.14,1.14,0.11,0.12,0.16,0
3070,0.84,0.83,0.05,0.31,0.05,0
3071,0.93,0.73,0.01,0.07,0.06,0
3072,1.18,0.68,0.06,0.4,0.07,0
3073,1.56,0.18,0.01,0.02,0.02,0
3074,1.03,1.03,0.03,0.54,0.01,0
3075,2.03,2.03,0.34,0.88,0.23,0
3076,1.99,1.99,0.02,0.01,0.03,0
3077,0.87,0.87,-0.33,-1.01,-0.83,1
3078,0.93,0.87,0.02,0.22,0.02,0
3079,4.17,4.09,0.13,0.1,0.1,0
3080,4.27,3.62,-0.02,-0.03,0.0,0
3081,1.29,1.08,0.04,0.09,0.08,0
3082,1.76,1.72,0.06,0.1,0.31,0
3083,1.37,1.34,0.05,0.13,0.08,0
3084,1.85,1.41,0.02,-0.02,0.26,0
3085,0.95,0.57,0.03,0.02,0.08,0
3086,0.72,0.59,0.04,0.28,0.2,0
3087,0.85,0.85,-0.12,-1.45,-0.03,1
3088,0.72,0.7,-0.01,-0.2,-0.03,0
3089,0.74,0.71,0.03,0.07,0.04,0
3090,1.17,1.17,0.07,0.27,0.16,0
3091,1.17,1.17,0.31,0.37,0.12,1
3092,0.31,0.31,0.01,0.0,0.9,0
3093,2.43,0.57,0.06,0.14,0.08,0
3094,1.29,1.26,0.06,0.33,0.06,0
3095,1.76,1.75,0.12,0.25,0.07,0
3096,1.02,0.82,0.08,0.24,0.09,0
3097,0.81,0.79,-0.13,-1.43,-0.03,1
3098,1.23,0.79,0.09,0.11,0.17,0
3099,1.03,0.08,-0.13,-7.11,-0.05,1
3100,0.59,0.23,-0.43,-0.74,-0.35,1
3101,0.45,0.32,0.14,0.4,0.13,0
3102,0.78,0.23,0.02,0.26,0.07,0
3103,2.25,2.02,0.01,0.0,0.69,0
3104,1.1,1.1,-0.06,-1.86,-0.27,0
3105,0.89,0.87,0.03,0.02,0.21,0
3106,0.53,0.52,-0.26,-8.48,-0.23,0
3107,0.95,0.67,0.01,-0.91,0.01,1
3108,0.37,0.35,0.04,0.06,0.05,0
3109,2.23,2.2,0.03,0.09,0.02,0
3110,2.65,0.84,0.02,0.0,0.05,0
3111,1.19,0.94,0.05,0.18,0.02,0
3112,0.97,0.1,0.14,0.24,0.22,0
3113,2.61,0.33,0.02,0.22,0.01,0
3114,0.94,0.21,0.04,-0.28,0.05,0
3115,0.88,0.73,0.03,0.47,0.04,0
3116,1.42,1.41,0.01,-0.01,0.02,0
3117,2.17,1.68,0.03,0.11,0.07,0
3118,0.88,0.4,0.17,0.84,0.08,0
3119,1.58,1.56,0.03,-0.22,0.02,0
3120,1.06,0.78,0.01,0.09,0.03,0
3121,1.66,1.36,0.06,0.16,0.04,0
3122,1.33,1.11,0.06,0.19,0.11,0
3123,1.83,1.83,0.0,0.02,0.03,0
3124,0.91,0.41,0.07,0.07,0.04,1
3125,1.79,1.64,0.25,0.79,0.13,0
3126,2.72,1.67,0.15,0.22,0.13,0
3127,1.41,1.36,0.06,0.1,0.04,0
3128,1.11,1.11,-0.01,-0.04,0.01,0
3129,3.87,3.87,0.09,0.27,0.15,0
3130,2.99,2.21,0.01,0.0,0.02,0
3131,1.95,1.18,0.08,0.24,0.07,0
3132,0.73,0.73,0.02,0.01,0.05,0
3133,3.31,3.31,0.06,0.04,0.07,0
3134,0.01,0.01,0.04,0.18,0.75,0
3135,1.83,1.83,0.08,0.09,0.08,0
3136,1.71,1.29,0.11,0.32,0.11,0
3137,2.22,2.22,0.01,0.02,0.03,0
3138,1.16,0.73,0.1,0.38,0.13,0
3139,1.05,1.04,-0.02,-0.07,0.02,0
3140,2.13,0.32,0.01,-0.1,0.05,0
3141,5.86,3.83,0.04,0.03,0.12,0
3142,0.82,0.43,0.02,0.06,0.02,0
3143,3.16,3.12,0.2,0.23,0.12,0
3144,1.19,1.19,0.02,0.03,0.13,0
3145,0.85,0.85,0.02,0.01,0.04,0
3146,0.87,0.13,0.07,-0.06,0.77,0
3147,1.4,1.4,0.01,0.0,0.01,0
3148,1.02,0.08,0.04,0.73,0.09,0
3149,1.08,1.08,0.01,0.04,0.02,0
3150,1.03,0.4,0.02,0.52,0.0,0
3151,1.85,1.03,0.07,0.29,0.06,0
3152,1.46,1.26,0.12,0.22,0.1,0
3153,1.19,1.18,0.13,0.43,0.08,0
3154,0.89,0.2,0.01,0.06,0.02,0
3155,0.52,0.52,0.02,0.06,0.03,0
3156,1.02,1.02,-0.09,-1.07,-0.05,0
3157,0.98,0.98,0.04,0.04,0.06,1
3158,1.44,1.31,0.04,0.12,0.08,0
3159,1.37,1.37,0.06,0.1,0.06,0
3160,3.67,3.53,0.02,0.01,0.03,0
3161,0.95,0.61,-0.13,-3.13,-0.09,0
3162,1.22,0.8,0.02,0.08,0.03,0
3163,0.93,0.48,0.04,0.26,0.03,0
3164,1.17,0.67,0.13,0.1,0.02,0
3165,2.07,1.32,0.02,0.03,0.08,0
3166,1.35,1.23,0.05,0.09,0.1,0
3167,1.0,1.0,0.0,0.04,0.0,0
3168,0.6,0.59,0.15,0.77,0.22,0
3169,0.82,0.79,0.07,0.1,0.03,0
3170,1.18,1.18,0.12,0.46,0.39,0
