,ratio1,ratio2,ratio3,ratio4,ratio5,status
0,0.73,0.38,-0.18,-1.8,-0.33,1
1,1.55,1.41,0.47,0.83,0.2,0
2,3.14,1.69,0.02,0.05,0.11,0
3,6.7,6.7,-0.18,-0.35,-0.62,0
4,1.31,0.09,0.03,0.09,0.03,0
5,1.07,0.9,0.02,0.01,0.02,0
6,5.03,4.74,0.08,0.13,0.15,0
7,4.52,4.38,0.1,0.07,0.22,0
8,1.24,0.95,0.06,0.08,0.06,0
9,0.93,0.57,0.02,0.02,0.06,1
10,1.37,1.02,0.03,0.5,0.01,0
11,0.08,0.08,-0.01,-0.02,0.07,0
12,0.99,0.99,-0.01,-0.77,0.02,0
13,2.03,1.9,0.09,0.13,0.07,0
14,0.41,0.16,0.02,0.03,0.46,0
15,1.18,0.17,0.05,0.03,0.05,0
16,1.08,1.06,0.01,0.02,0.01,0
17,1.21,1.21,-0.05,-0.38,-0.06,1
18,1.57,1.56,0.03,0.03,0.06,0
19,1.22,1.22,0.06,0.17,0.04,0
20,0.71,0.56,0.0,0.05,0.01,1
21,4.34,3.84,0.01,0.01,0.08,0
22,0.16,0.16,-1.17,-1.03,-0.36,1
23,1.49,1.49,0.06,0.08,0.04,0
24,1.11,0.55,0.07,0.15,0.08,0
25,1.42,1.42,0.2,0.41,0.24,0
26,1.42,1.4,0.01,0.0,0.2,0
27,1.39,1.39,0.1,0.14,0.12,0
28,1.82,0.22,0.03,0.11,0.5,0
29,1.24,1.16,0.04,0.04,0.02,0
30,0.81,0.81,-0.05,-0.38,-0.01,0
31,0.68,0.57,-0.43,-1.05,-0.41,1
32,1.24,0.47,0.06,0.23,0.08,0
33,0.67,0.66,0.03,0.54,0.07,0
34,1.34,1.06,-0.02,-0.09,0.0,0
35,3.62,3.13,0.04,0.06,0.04,0
36,0.69,0.68,-0.01,0.02,0.17,0
37,2.51,1.86,0.04,0.05,0.08,0
38,1.12,0.1,0.0,0.06,0.02,0
39,1.12,1.11,0.23,0.83,0.04,0
40,0.9,0.9,-0.28,-2.22,-0.11,0
41,0.73,0.48,0.01,0.01,0.23,0
42,1.04,0.2,0.04,0.12,0.07,1
43,0.08,0.05,-0.06,-1.0,-0.12,1
44,0.85,0.85,0.05,0.19,0.05,0
45,1.31,1.16,-0.04,-0.21,0.01,0
46,1.33,1.32,0.02,0.02,0.07,0
47,0.82,0.82,0.1,0.27,0.11,0
48,2.4,2.34,0.17,0.45,0.15,0
49,2.3,1.59,0.1,0.11,0.1,0
50,0.17,0.17,0.03,0.05,0.47,0
51,1.17,1.17,0.08,0.24,0.11,0
52,1.18,1.18,0.03,0.76,0.08,0
53,0.5,0.5,-0.67,-1.04,-0.38,1
54,1.86,1.86,0.46,0.56,0.06,0
55,1.09,1.0,0.02,0.02,0.02,0
56,0.72,0.66,0.06,0.02,0.15,0
57,2.75,2.71,0.06,0.09,0.06,0
58,0.32,0.32,0.11,0.56,0.8,0
59,1.34,0.99,0.03,0.05,0.04,0
60,1.07,0.98,0.08,0.92,0.06,0
61,2.22,2.21,0.06,0.18,0.82,0
62,1.55,1.45,0.16,0.2,0.18,0
63,1.08,1.03,0.02,0.01,0.01,0
64,2.09,2.09,-0.04,-0.14,-0.01,0
65,0.98,0.98,0.05,0.44,0.05,0
66,0.54,0.54,0.02,-0.02,0.06,0
67,1.01,0.76,0.04,-0.1,0.03,0
68,1.05,0.8,0.03,0.58,0.06,1
69,0.62,0.29,-0.04,-1.24,0.0,0
70,0.58,0.51,0.03,0.03,0.05,0
71,3.08,1.74,0.05,0.04,0.11,0
72,0.66,0.66,-0.03,-1.15,-0.02,0
73,1.4,1.24,0.08,0.14,0.16,0
74,1.92,1.84,0.26,0.39,0.3,0
75,1.45,1.3,0.06,0.22,0.04,0
76,1.02,0.71,0.03,0.04,0.05,0
77,0.57,0.46,-0.01,-4.78,0.07,0
78,1.55,1.16,0.08,0.51,0.1,0
79,1.33,0.98,0.04,0.56,0.03,0
80,1.4,1.1,0.07,0.13,0.06,0
81,2.32,2.22,0.03,0.12,0.01,0
82,1.2,1.05,0.06,0.09,0.1,0
83,1.97,1.43,0.04,0.05,0.07,0
84,1.85,1.69,0.03,0.02,0.04,0
85,1.08,1.07,0.03,0.14,0.24,0
86,1.61,0.39,0.02,0.01,0.02,0
87,0.54,0.45,-0.4,-1.06,-0.17,1
88,8.81,1.89,0.08,0.07,0.03,0
89,2.4,2.16,0.04,0.09,0.02,0
90,1.26,1.18,-0.05,-0.96,-0.02,0
91,13.71,9.01,0.05,0.05,0.06,0
92,0.95,0.56,0.0,-0.13,0.04,0
93,1.54,1.54,0.07,0.1,0.05,0
94,1.45,1.05,0.01,0.01,0.02,0
95,0.73,0.36,-0.01,-0.02,-0.03,0
96,2.52,2.41,0.1,0.15,0.03,0
97,2.36,2.34,-0.02,0.0,-0.02,1
98,1.19,1.19,-0.01,-0.04,0.01,0
99,1.88,0.75,0.05,0.07,0.04,0
100,1.54,1.02,0.01,0.0,0.03,0
101,1.28,0.57,0.07,0.26,0.09,1
102,2.43,2.43,0.34,0.38,0.09,0
103,0.64,0.34,-0.44,-1.42,-0.3,1
104,1.06,1.06,0.02,0.09,0.04,0
105,1.76,1.71,0.0,-0.01,0.02,0
106,1.13,0.11,0.03,0.15,0.03,0
107,1.21,0.75,-0.02,-0.37,-0.01,0
108,1.06,1.06,0.06,0.14,0.36,0
109,0.75,0.74,0.07,0.16,0.14,0
110,1.56,1.45,-0.01,-0.16,0.03,0
111,1.4,0.87,-0.01,0.15,-0.03,1
112,1.01,0.99,0.03,0.22,0.03,0
113,1.94,0.56,0.01,0.0,0.06,0
114,1.49,1.02,0.06,0.14,0.04,0
115,1.33,0.68,0.02,0.09,0.03,0
116,1.27,0.76,0.08,0.54,0.05,0
117,2.13,1.89,0.0,-0.03,0.0,0
118,3.47,2.95,0.01,0.01,0.08,0
119,0.44,0.43,-0.12,-0.62,-0.33,0
120,1.46,1.46,0.36,0.71,0.27,0
121,2.22,2.22,0.01,0.0,0.03,0
122,7.39,7.39,-0.21,-0.3,-0.26,0
123,1.65,1.43,0.03,0.02,0.04,0
124,0.4,0.33,-0.06,-1.6,-0.03,1
125,1.06,1.04,-0.14,-1.22,-0.1,0
126,2.76,1.94,0.08,0.11,0.19,0
127,1.02,0.91,0.06,0.29,0.06,0
128,3.2,3.1,0.01,0.01,0.03,0
129,1.28,1.28,0.02,-0.15,0.05,0
130,0.3,0.15,-0.61,-1.1,-2.01,1
131,1.8,1.79,0.26,0.49,0.16,0
132,1.19,1.19,0.11,0.48,0.06,0
133,1.09,0.9,0.01,0.35,0.16,0
134,2.51,2.5,0.09,0.11,0.17,0
135,1.23,1.18,0.06,0.16,0.07,0
136,0.97,0.97,-0.07,-0.59,-0.04,1
137,1.16,1.16,0.08,0.25,0.09,0
138,1.07,0.71,-0.12,-3.0,-0.07,1
139,1.66,1.51,0.03,0.02,0.04,0
140,2.46,2.39,0.02,0.01,0.03,0
141,1.44,0.77,0.05,0.12,0.04,0
142,2.42,2.28,0.06,0.08,0.05,0
143,1.73,0.46,0.02,0.04,0.05,0
144,2.57,2.18,0.27,0.35,0.08,0
145,1.16,0.54,0.02,0.01,0.18,0
146,0.89,0.47,0.02,-0.21,0.16,1
147,1.67,0.57,0.04,0.68,0.05,0
148,2.36,2.29,0.14,0.21,0.09,0
149,4.24,1.64,0.05,0.03,0.09,0
150,1.41,1.41,0.02,0.05,0.01,0
151,6.45,0.16,0.01,0.29,0.29,0
152,2.09,0.79,-0.03,-0.06,0.49,0
153,0.92,0.9,0.03,0.01,0.11,0
154,0.94,0.87,0.06,0.01,0.03,0
155,8.27,8.27,0.01,0.0,0.29,0
156,2.12,1.71,0.14,0.3,0.18,0
157,1.19,0.26,0.02,0.01,0.05,0
158,1.26,0.89,0.05,0.28,0.06,0
159,2.38,2.38,0.38,0.36,0.15,1
160,1.72,1.62,0.13,0.21,0.07,0
161,0.34,0.34,0.01,0.0,0.19,0
162,0.59,0.04,-0.24,-1.29,-0.23,1
163,1.01,1.01,0.04,0.18,0.12,0
164,2.3,1.5,0.03,0.01,0.03,0
165,1.37,1.33,0.08,0.33,0.05,0
166,1.84,1.84,0.1,0.14,0.43,0
167,1.5,1.38,0.13,0.12,0.07,1
168,1.79,0.52,-0.02,-0.08,0.01,0
169,0.83,0.64,0.06,0.11,0.08,0
170,0.98,0.94,0.09,0.51,0.08,0
171,2.21,2.2,-0.04,-0.09,0.04,0
172,1.26,0.71,0.04,0.06,0.05,0
173,5.46,3.21,0.02,0.12,0.02,0
174,3.6,2.99,0.13,0.18,0.03,0
175,2.3,2.07,0.16,0.24,0.1,0
176,0.71,0.33,0.04,0.07,0.05,0
177,1.07,0.84,0.03,0.01,0.06,0
178,1.99,1.3,0.01,0.0,0.01,0
179,1.49,1.49,-0.07,-1.5,-0.02,0
180,1.59,0.91,-0.25,-0.61,-0.37,0
181,1.36,1.36,0.0,-0.23,0.01,0
182,0.87,0.74,0.05,0.05,0.05,0
183,9.72,7.19,0.01,-0.01,0.09,0
184,1.17,1.17,0.02,0.04,0.04,0
185,1.76,1.29,0.11,0.37,0.11,0
186,1.64,0.66,0.11,0.46,0.03,0
187,1.44,1.43,0.1,0.28,0.11,0
188,1.87,1.56,0.13,0.22,0.14,0
189,0.94,0.9,0.07,0.24,0.08,0
190,0.8,0.63,0.07,0.91,0.11,0
191,0.76,0.4,-0.18,-4.33,-1.04,0
192,1.36,1.36,0.1,0.21,0.09,0
193,1.37,1.36,0.07,0.59,0.13,0
194,0.9,0.86,-0.07,-8.54,0.03,0
195,8.75,4.43,0.07,0.07,0.03,1
196,0.93,0.9,0.02,0.02,0.16,0
197,0.67,0.12,-0.15,-0.55,-0.12,0
198,2.35,1.03,0.05,0.07,0.04,0
199,1.75,1.75,0.08,0.21,0.18,0
200,0.02,0.02,-0.22,-1.14,-0.05,1
201,0.58,0.45,0.01,0.0,0.02,1
202,1.32,1.32,0.04,-0.01,0.16,0
203,0.75,0.75,0.04,0.1,0.04,0
204,0.95,0.75,0.04,0.2,0.07,0
205,0.97,0.93,0.03,0.05,0.08,1
206,0.99,0.97,0.08,0.26,0.15,0
207,1.29,1.29,0.01,-0.01,0.03,0
208,3.98,2.81,0.03,0.02,0.05,0
209,1.06,0.77,0.06,0.2,0.05,0
210,1.24,0.65,0.05,0.07,0.05,0
211,2.56,2.38,0.2,0.19,0.15,0
212,1.23,0.84,0.06,0.41,0.03,0
213,1.07,0.3,-0.25,-1.07,-0.67,0
214,1.03,1.03,0.0,-0.03,0.01,0
215,0.54,0.26,-0.01,-0.13,0.31,0
216,2.65,1.66,0.02,0.01,0.07,0
217,0.98,0.98,0.03,0.12,0.34,0
218,1.2,1.18,0.29,0.89,0.14,1
219,3.24,2.21,0.06,0.07,0.1,0
220,0.9,0.84,-0.12,-0.51,-0.03,0
221,0.83,0.83,-0.11,-5.26,-0.05,0
222,2.26,0.27,0.01,-0.06,0.09,0
223,0.27,0.11,-0.06,-1.45,-0.04,0
224,1.01,0.08,0.0,-0.13,0.09,1
225,1.23,1.23,0.11,0.38,0.06,0
226,1.15,1.15,0.08,0.79,0.07,0
227,1.36,1.13,0.07,0.23,0.05,0
228,1.03,0.7,-0.01,-0.31,-0.05,0
229,0.87,0.78,0.01,0.0,0.01,0
230,1.26,1.23,0.05,0.0,0.09,0
231,1.09,0.64,0.05,0.45,0.09,0
232,1.08,1.04,-0.31,-5.56,-0.54,1
233,2.62,2.24,0.01,0.0,0.02,0
234,1.26,1.26,0.06,0.24,0.05,0
235,0.79,0.79,0.09,0.46,0.15,0
236,0.88,0.88,0.1,0.49,0.1,0
237,1.05,0.79,0.04,0.28,0.03,0
238,0.95,0.8,0.02,0.02,0.06,0
239,1.07,0.31,0.03,-0.17,0.03,0
240,2.73,1.74,0.2,0.19,0.26,0
241,1.3,0.96,0.04,0.05,0.03,0
242,0.94,0.55,-0.06,-0.93,-0.01,0
243,1.21,0.64,0.02,-0.05,0.17,0
244,1.21,0.58,0.02,0.16,0.06,0
245,0.98,0.6,0.04,0.08,0.05,0
246,1.34,0.47,0.02,0.09,0.03,0
247,0.3,0.3,0.04,0.08,0.21,0
248,0.16,0.16,0.1,-0.07,0.03,1
249,0.88,0.68,0.04,-0.13,0.06,1
250,7.9,4.89,0.1,0.05,0.04,0
251,0.6,0.27,-0.15,-0.29,-0.07,0
252,1.24,0.42,0.09,0.24,0.16,0
253,2.19,2.19,0.09,0.11,0.08,0
254,2.24,2.21,0.16,0.18,0.16,0
255,1.68,1.46,0.06,0.21,0.06,0
256,0.05,0.04,0.05,0.1,0.79,0
257,1.23,1.12,0.03,0.08,0.02,0
258,1.18,0.65,0.02,-0.07,0.01,0
259,1.35,1.35,0.13,0.16,0.12,0
260,1.31,0.4,0.12,0.46,0.06,0
261,1.21,0.51,0.01,0.0,0.01,0
262,1.17,1.17,0.0,-0.03,0.34,0
263,0.22,0.18,0.06,0.08,0.05,0
264,1.59,1.59,0.04,0.05,0.03,0
265,1.16,1.15,0.05,0.15,0.08,0
266,1.4,0.72,-0.02,-0.11,0.0,0
267,1.62,1.39,0.06,0.06,0.14,0
268,1.01,0.98,0.01,-0.64,0.1,0
269,0.81,0.5,0.01,0.01,0.08,0
270,0.59,0.13,0.18,0.34,0.05,0
271,1.17,0.07,0.01,0.01,0.01,0
272,1.63,1.34,0.08,0.3,0.05,0
273,1.56,0.13,0.07,0.14,0.21,0
274,2.54,2.54,0.09,0.12,0.13,0
275,1.08,1.07,0.04,0.15,0.07,0
276,1.39,1.39,0.04,0.22,0.19,0
277,1.12,0.31,0.03,0.6,0.06,0
278,0.19,0.17,0.38,-1.55,0.18,0
279,1.64,1.64,0.08,0.05,0.07,0
280,1.72,1.52,0.06,0.12,0.05,0
281,1.88,1.88,0.02,-0.26,0.03,0
282,1.36,1.31,0.03,0.12,0.02,0
283,4.01,4.01,0.0,0.0,0.01,0
284,1.66,1.24,-0.01,-0.04,0.05,0
285,1.09,0.42,-0.02,-0.08,-0.1,1
286,1.58,0.53,-0.21,-1.59,-1.09,0
287,1.07,0.06,0.11,0.66,0.87,1
288,0.44,0.44,0.03,0.04,0.59,0
289,0.75,0.71,-0.26,-1.06,-0.31,0
290,5.26,5.25,0.09,0.09,0.24,0
291,1.95,1.93,0.07,0.14,0.06,0
292,1.41,0.94,0.02,0.0,0.06,0
293,0.82,0.81,0.02,0.0,0.11,0
294,4.3,3.84,0.06,0.1,0.11,0
295,1.17,0.33,0.01,-0.03,0.01,0
296,1.06,0.68,0.01,0.02,0.02,0
297,1.33,1.33,0.06,0.01,0.2,0
298,1.17,0.66,0.03,0.0,0.09,0
299,1.17,1.17,0.04,-0.79,0.02,0
300,0.59,0.46,0.04,0.49,0.04,0
301,2.29,2.29,0.01,0.81,0.07,0
302,0.6,0.6,0.05,0.07,0.79,0
303,0.91,0.05,0.03,0.24,0.4,0
304,1.04,0.4,0.02,0.13,0.08,0
305,0.68,0.55,0.05,0.13,0.07,0
306,0.88,0.86,0.03,-0.04,0.09,0
307,1.0,0.6,0.02,0.03,0.07,0
308,1.02,1.02,0.02,0.69,0.01,0
309,0.98,0.98,-0.05,-0.46,-0.07,1
310,1.41,1.41,-0.01,-0.1,0.8,0
311,1.57,1.1,0.01,0.01,0.01,0
312,1.18,1.13,0.03,0.04,0.07,0
313,1.69,1.16,0.02,0.01,0.02,0
314,1.49,1.43,0.09,0.13,0.07,0
315,1.6,1.51,0.24,0.58,0.16,0
316,1.59,1.59,0.19,0.37,0.29,1
317,0.85,0.85,0.02,-0.73,0.02,1
318,1.05,0.6,0.06,0.54,0.02,0
319,2.38,2.11,0.1,0.11,0.1,0
320,1.43,1.43,0.05,0.07,0.03,0
321,1.24,0.42,0.05,0.12,0.12,0
322,1.37,0.6,0.02,0.01,0.03,0
323,1.64,1.63,0.03,0.06,0.17,0
324,0.3,0.3,0.05,-0.83,0.11,0
325,1.29,0.59,-0.02,-0.13,0.09,0
326,2.36,2.03,0.01,0.0,0.16,0
327,3.11,3.11,0.0,-0.04,0.05,0
328,1.01,0.22,-0.2,-3.27,-0.41,0
329,1.4,1.13,0.05,0.08,0.05,0
330,1.74,1.09,0.14,0.3,0.1,0
331,0.08,0.08,0.0,0.0,0.49,0
332,0.87,0.7,0.09,0.22,0.07,0
333,2.57,2.4,0.02,0.01,0.01,0
334,0.91,0.52,0.02,0.1,0.1,0
335,0.88,0.52,-0.04,-2.84,-0.02,0
336,2.65,1.88,0.11,0.13,0.14,0
337,2.55,2.55,0.11,-0.06,0.46,0
338,4.72,4.61,0.04,0.03,0.08,0
339,4.0,3.98,0.0,-0.03,-0.02,0
340,1.22,0.79,-0.08,-0.58,-0.07,0
341,3.67,3.67,0.16,0.12,0.07,0
342,1.09,0.75,0.04,0.18,0.07,0
343,2.87,2.56,0.01,0.01,0.03,0
344,1.0,1.0,0.0,-0.34,0.0,1
345,0.98,0.8,0.24,0.61,0.09,1
346,2.49,2.19,0.04,0.06,0.05,0
347,0.82,0.77,0.01,0.15,0.01,0
348,1.08,1.08,0.04,0.1,0.05,0
349,0.96,0.96,0.04,0.1,0.03,0
350,2.9,2.84,0.03,0.03,0.05,0
351,1.05,1.04,0.05,0.35,0.06,0
352,1.63,1.14,0.04,0.05,0.06,0
353,1.28,0.85,0.03,0.07,0.04,0
354,1.34,1.29,0.02,0.02,0.02,0
355,1.13,1.12,0.04,0.24,0.08,1
356,0.71,0.62,0.05,-1.43,0.05,0
357,0.76,0.44,-0.02,-0.78,0.03,1
358,2.55,2.4,0.13,0.17,0.08,0
359,1.12,1.1,0.11,0.5,0.09,0
360,2.57,2.57,0.12,0.2,0.18,0
361,1.52,0.13,0.05,0.23,0.05,0
362,1.03,1.03,0.06,0.31,0.13,1
363,1.84,1.84,0.07,0.2,0.13,0
364,1.21,0.13,0.0,-0.02,0.05,0
365,2.54,2.52,0.21,0.26,0.23,0
366,1.5,0.54,0.03,0.07,0.08,0
367,0.74,0.69,0.05,0.09,0.1,0
368,1.17,0.94,0.03,0.1,0.03,0
369,1.28,0.69,0.06,0.11,0.14,0
370,0.29,0.29,0.01,-0.09,0.17,0
371,6.28,1.29,0.01,0.0,0.04,0
372,0.31,0.21,0.03,-0.14,0.03,0
373,1.38,0.34,0.02,0.04,0.01,0
374,1.32,0.82,0.07,0.25,0.06,0
375,1.11,1.02,0.05,0.05,0.05,0
376,1.03,0.65,0.02,0.0,0.06,0
377,0.95,0.88,0.01,0.0,0.04,0
378,0.88,0.82,0.1,0.57,0.05,0
379,3.02,2.48,0.15,0.2,0.18,0
380,0.35,0.24,-0.53,-2.03,-0.47,1
381,0.64,0.54,0.06,0.09,0.15,0
382,1.49,0.54,0.1,0.16,0.08,0
383,1.11,1.11,-0.35,-1.34,-0.19,1
384,1.36,0.69,0.04,0.0,0.03,0
385,1.69,1.68,0.02,0.02,0.03,0
386,2.15,1.56,0.2,0.28,0.18,0
387,2.19,1.18,0.01,0.01,0.07,0
388,0.05,0.05,0.01,0.37,0.03,0
389,1.32,1.09,0.04,0.07,0.03,0
390,1.4,0.7,0.03,0.06,0.01,0
391,4.67,3.86,0.05,0.04,0.15,0
392,1.06,0.44,0.03,0.03,0.15,1
393,1.08,0.98,0.05,-0.06,0.04,0
394,1.71,1.42,0.08,0.11,0.09,0
395,0.95,0.95,0.09,0.46,0.15,0
396,1.97,1.9,0.27,0.4,0.14,0
397,1.13,1.13,0.13,0.3,0.14,0
398,1.04,0.84,0.03,0.03,0.03,0
399,1.43,1.42,0.07,0.13,0.12,0
400,0.69,0.6,0.03,0.04,0.04,0
401,3.21,2.45,0.19,0.21,0.14,0
402,0.95,0.5,0.03,0.13,0.09,0
403,1.0,0.18,0.01,0.31,0.01,0
404,3.39,2.43,0.07,-0.02,0.11,0
405,1.19,0.53,0.03,0.11,0.03,0
406,0.46,0.45,0.09,0.19,0.06,0
407,1.01,0.43,0.0,-0.33,0.01,0
408,3.03,2.85,0.14,0.12,0.08,0
409,0.28,0.25,0.03,0.3,0.1,0
410,0.64,0.58,0.02,0.01,0.08,0
411,2.48,1.43,0.11,0.14,0.09,0
412,0.69,0.28,0.03,-0.12,0.01,0
413,1.65,0.97,0.04,0.03,0.07,0
414,1.32,1.05,0.0,-0.11,0.01,0
415,1.32,1.01,0.2,0.56,0.06,0
416,1.03,0.45,0.03,-0.02,0.11,0
417,3.31,3.31,-0.17,-0.2,-0.23,0
418,1.14,0.51,0.02,0.0,0.04,0
419,1.62,1.44,0.05,0.24,0.02,0
420,1.66,1.66,0.03,0.02,0.13,0
421,0.72,0.52,0.06,0.04,0.08,0
422,1.97,1.96,0.12,0.31,0.1,0
423,0.67,0.64,0.02,-0.04,0.15,0
424,1.3,1.3,0.17,0.4,0.1,1
425,2.41,2.22,0.11,0.17,0.02,0
426,1.03,1.03,0.01,0.05,0.0,0
427,1.16,1.13,0.04,-0.1,0.03,0
428,2.8,2.22,0.05,0.05,0.02,0
429,0.96,0.96,0.09,0.22,0.09,0
430,2.1,2.04,0.0,-0.05,0.02,0
431,1.93,0.78,0.01,0.01,0.07,0
432,1.25,1.25,0.03,0.26,0.01,0
433,0.97,0.87,0.05,0.03,0.04,0
434,1.12,0.12,0.02,0.26,0.39,0
435,7.63,4.02,0.02,0.02,0.1,0
436,0.92,0.09,0.01,-0.15,0.09,0
437,1.31,0.96,0.04,0.08,0.04,0
438,1.08,1.08,0.02,0.03,0.13,0
439,0.95,0.67,0.05,0.31,0.05,0
440,1.34,0.73,0.03,0.03,0.06,0
441,3.37,0.9,0.0,-0.01,0.44,0
442,1.63,1.18,0.11,0.2,0.06,0
443,1.13,1.11,0.04,0.65,0.04,0
444,1.71,0.82,0.03,0.05,0.03,0
445,1.3,1.0,0.03,0.03,0.07,0
446,1.26,0.96,-0.07,-0.41,-0.02,0
447,0.33,0.33,-1.17,-0.75,-0.46,1
448,0.33,0.22,-0.27,-0.6,-0.22,1
449,0.79,0.67,0.09,0.26,0.1,0
450,1.06,1.06,-0.19,-3.98,-0.19,0
451,0.89,0.85,0.02,-0.11,0.16,0
452,1.07,1.07,0.01,0.09,0.02,0
453,1.48,1.42,0.07,0.11,0.06,0
454,1.1,0.87,0.03,0.02,0.11,0
455,4.68,4.47,0.13,0.12,0.09,0
456,1.62,1.4,0.01,0.0,0.02,0
457,0.96,0.75,0.02,0.0,0.26,0
458,1.71,1.71,0.03,-0.03,0.07,0
459,0.53,0.34,0.05,0.12,0.06,0
460,0.85,0.6,-0.19,-1.2,-0.23,1
461,2.06,0.97,0.01,-0.03,0.02,0
462,0.58,0.58,0.2,-3.16,0.16,0
463,1.39,1.23,-0.04,-0.67,0.0,0
464,0.8,0.72,0.04,0.03,0.05,0
465,1.34,0.97,0.06,0.09,0.11,0
466,1.14,1.14,-0.63,-5.36,-0.33,0
467,0.93,0.93,0.15,0.21,0.87,0
468,0.53,0.53,0.04,0.3,0.31,0
469,0.63,0.61,-0.52,-1.12,-0.6,1
470,1.18,0.83,0.13,0.54,0.03,0
471,5.46,1.24,0.01,0.05,0.05,0
472,2.4,2.4,0.17,0.62,0.17,0
473,0.36,0.3,-0.67,-1.01,-0.3,1
474,2.09,1.24,0.02,0.02,0.02,0
475,0.94,0.93,0.03,-0.07,0.13,0
476,2.26,2.26,0.09,0.1,0.14,0
477,1.13,1.02,0.05,0.41,0.11,0
478,1.14,0.7,0.04,-0.42,0.03,0
479,4.07,4.07,0.05,0.09,0.1,0
480,10.28,8.13,0.02,0.01,0.2,0
481,1.6,1.6,0.04,0.08,0.02,0
482,1.24,0.85,0.07,0.04,0.08,0
483,1.24,1.17,0.21,0.73,0.1,0
484,0.85,0.67,-0.05,-4.14,-0.03,1
485,4.58,4.58,0.02,0.0,0.09,0
486,1.4,1.4,0.29,0.74,0.12,0
487,1.05,1.05,0.03,0.4,0.02,0
488,1.03,1.03,0.02,0.53,0.01,0
489,2.38,2.38,0.02,-0.12,0.3,0
490,1.46,1.4,0.15,0.29,0.25,0
491,1.64,0.5,0.02,0.0,0.02,0
492,1.1,0.89,0.03,0.18,0.01,0
493,0.76,0.29,-0.88,-1.31,-1.07,1
494,1.22,0.72,0.03,0.08,0.03,0
495,2.08,1.33,0.0,-0.02,0.02,0
496,1.88,1.88,0.03,0.02,0.1,0
497,1.51,1.51,0.03,0.1,0.05,0
498,1.36,1.27,0.3,0.73,0.08,0
499,1.73,1.73,0.04,0.24,0.05,0
500,1.45,0.6,0.03,0.01,0.12,0
501,2.05,0.23,0.02,0.01,0.05,0
502,1.5,0.6,0.02,0.05,0.06,0
503,0.2,0.2,-0.06,-0.03,0.02,1
504,1.83,0.5,0.03,0.02,0.05,0
505,0.42,0.41,-0.02,-0.11,0.05,0
506,2.97,2.97,0.1,0.12,0.15,0
507,1.32,1.32,0.02,0.03,0.04,0
508,1.04,1.04,0.01,0.14,0.02,0
509,1.45,0.86,0.02,0.01,0.07,0
510,0.97,0.69,-0.02,-1.99,0.0,1
511,1.07,1.07,0.03,0.26,0.02,0
512,1.04,0.38,0.04,0.26,0.03,0
513,2.52,0.06,0.02,0.08,0.12,0
514,0.57,0.01,0.02,0.07,0.36,0
515,0.74,0.51,0.02,0.11,0.02,0
516,0.91,0.61,0.05,0.17,0.11,0
517,2.38,2.38,0.09,0.09,0.33,0
518,4.51,4.51,0.01,-0.01,0.33,0
519,1.23,0.67,0.03,-0.02,0.06,0
520,2.36,0.34,0.16,0.38,0.34,0
521,0.8,0.8,-0.4,-2.04,-0.29,1
522,0.1,0.1,-0.09,-0.1,-1.04,1
523,1.61,1.61,0.01,-0.42,0.01,0
524,1.1,0.92,-0.24,-2.22,-0.28,1
525,0.21,0.21,0.02,0.07,0.29,0
526,3.01,2.64,0.12,0.16,0.11,0
527,1.31,0.31,0.1,0.23,0.05,0
528,4.6,1.95,0.04,0.03,0.08,0
529,1.52,1.51,0.05,0.09,0.26,0
530,2.91,2.9,0.27,0.29,0.31,0
531,0.8,0.69,0.01,0.13,0.03,1
532,0.85,0.85,0.26,0.7,0.15,0
533,1.15,0.92,0.17,0.79,0.06,0
534,1.46,1.45,0.19,0.57,0.1,0
535,1.41,0.21,0.04,0.13,0.03,0
536,0.86,0.85,0.08,0.45,0.08,0
537,1.54,1.29,-0.02,-0.17,0.01,0
538,0.9,0.9,0.07,0.07,0.09,0
539,0.45,0.44,-0.66,-1.17,-0.6,1
540,1.39,1.38,0.12,0.26,0.1,0
541,0.95,0.39,0.02,0.77,0.15,1
542,0.81,0.54,0.04,0.05,0.07,1
543,1.21,1.0,0.01,0.01,0.08,0
544,0.53,0.39,-1.15,-1.36,-1.23,1
545,1.02,0.17,0.0,0.19,0.01,0
546,1.18,1.14,0.1,0.5,0.05,0
547,2.52,2.03,0.05,0.0,0.04,0
548,1.01,1.01,0.13,0.23,0.33,0
549,0.93,0.92,0.03,0.05,0.12,0
550,1.41,1.11,0.2,0.49,0.09,0
551,1.09,0.2,0.04,0.24,0.07,0
552,0.75,0.54,0.02,-0.06,0.07,0
553,1.73,0.17,0.03,0.03,0.07,0
554,1.19,0.3,0.03,0.06,0.01,0
555,1.55,1.54,0.12,0.43,0.02,0
556,9.69,9.69,0.02,-0.12,0.21,0
557,1.3,1.3,0.06,0.05,0.18,0
558,1.01,1.01,0.01,0.15,0.01,0
559,1.53,1.06,0.02,0.01,0.02,0
560,3.01,3.01,0.03,0.03,0.0,0
561,1.46,0.99,0.08,0.21,0.11,0
562,2.03,2.03,0.09,0.32,0.05,0
563,2.17,2.02,0.05,0.06,0.09,0
564,1.03,1.03,0.01,0.05,0.0,0
565,1.55,1.01,0.03,0.05,0.09,0
566,0.74,0.68,0.01,0.0,0.02,0
567,1.16,1.16,0.09,0.02,0.03,0
568,3.17,2.84,0.05,0.05,0.05,0
